No.,IUPAC_Name,SMILES,Td/K,doi
entry711,"2,2-dinitropropyl carbamate",O=C(OCC([N+]([O-])=O)([N+]([O-])=O)COC(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,442.15, 10.1002/zaac.201300563
entry712,"2,2-dinitropropane-1,3-diyl dipropionate",CC(OCC([N+]([O-])=O)([N+]([O-])=O)COC(C)=O)=O,514.15,10.1002/prep.201600066 
entry713,"2,2-dinitropropane-1,3-diyl dicarbamate",O=C(OCC(COC(N[N+]([O-])=O)=O)([N+]([O-])=O)[N+]([O-])=O)N[N+]([O-])=O,431.15,10.1021/acs.joc.5b00655
entry714,"2,2-dinitropropane-1,3-diyl diacetate",O=C1OCC(COC1=O)([N+]([O-])=O)[N+]([O-])=O,474.15,10.1002/chem.201101896
entry715,"2,2-dinitropropane-1,3-diyl bis(nitrocarbamate)",O=C(OCC([N+]([O-])=O)([N+]([O-])=O)COC(CC)=O)CC,516.15,10.1002/prep.201600066 
entry716,"2,2-dinitropropane-1,3-diyl bis(2,2,2-trinitroethyl) bis(carbonate)",O=C(OCC(COC(N)=O)([N+]([O-])=O)[N+]([O-])=O)N,455.15,10.1021/acs.joc.5b00655
entry717,"2,2-dinitropropane-1,3-diyl bis((2,2,2-trinitroethyl)carbamate)",O=C(OCC([N+]([O-])=O)([N+]([O-])=O)COC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,449.15, 10.1002/zaac.201300563
entry718,"2,2-dinitro-N-(2,4,6-trinitrophenyl)ethene-1,1-diamine",N/C(N1C(C=C([N+]([O-])=O)C=C2[N+]([O-])=O)=C2C=N1)=N\N=C\C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O,462.15,10.1039/d0nj03476b
entry719,"2,2-dinitroethene-1,1-diamine",CN([N+]([O-])=O)CNC(OCN([N+]([O-])=O)C)=O,453.15,10.1002/ejic.201402441
entry720,"2,2-bis(azidomethyl)propane-1,3-diyl dipropionate",O=C(OCC(CN=[N+]=[N-])(CN=[N+]=[N-])COC(CCC)=O)CCC,499.15,10.1002/prep.201600066 
entry721,"2,2-bis(azidomethyl)propane-1,3-diyl dibutyrate",CC(OCC(CN=[N+]=[N-])(CN=[N+]=[N-])COC(C)=O)=O,503.15,10.1002/prep.201600066 
entry722,"2,2-bis(azidomethyl)propane-1,3-diyl diacetate",CN1N=NC(/N=[N+]([O-])/C2=NN(C)N=N2)=N1,481.15, 10.1039/c7nj02724a
entry723,"2,2-bis((nitrooxy)methyl)propane-1,3-diyl dinitrate",O=[N+](OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)[O-],460.85,10.1016/j.tca.2013.05.032
entry724,"2,2-bis((nitrooxy)methyl)propane-1,3-diyl dinitrate",O=[N+](OC[C@@H]1[C@H](CO[N+]([O-])=O)[C@H](CO[N+]([O-])=O)[C@@H]1CO[N+]([O-])=O)[O-],467.45,10.1021/jacs.9b06961
entry725,"2,2-bis(((nitrocarbamoyl)oxy)methyl)propane-1,3-diyl bis(nitrocarbamate)",O=C(N([H])[N+]([O-])=O)OCC(COC(N([N+]([O-])=O)[H])=O)(COC(N([N+]([O-])=O)[H])=O)COC(N([H])[N+]([O-])=O)=O,469.15,10.1002/ejoc.201403265
entry726,"2,2-bis(((nitrocarbamoyl)oxy)methyl)propane-1,3-diyl bis(nitrocarbamate)",O=C(NN=C1[N+]([O-])=O)[C-]1[N+]#N,424.15,10.1039/c7nj00876g
entry727,"2,2-bis(((nitrocarbamoyl)oxy)methyl)propane-1,3-diyl bis(nitrocarbamate)",O=C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)N2C(C=C([N+]([O-])=O)C=C3[N+]([O-])=O)=C3C=N2,517.15,10.1039/d0nj03476b
entry728,"2,2',5,5'-tetranitro-2H,2'H-3,3'-bipyrazole",[H][C@]1(CC(OO)(OO)C2)[C@]2([H])CC(OO)(OO)C1,373.15,10.1039/c5cc05015d
entry729,"2,2,2-trinitro-N-(2,2,2-trinitroethyl)ethan-1-imine",CN([N+]([O-])=O)CN([N+]([O-])=O)C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O,420.15,10.1002/ejic.201301114
entry730,"2,2,2-trinitroethyl N-nitro-N-(2,2,2-trinitroethyl)glycinate",CN(CC(NC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)=O)[N+]([O-])=O,423.15,10.1002/asia.201601148
entry731,"2,2,2-trinitroethyl N-methyl-N-nitroglycinate",O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N[N+]([O-])=O,413.15, 10.1002/zaac.201300426
entry732,"2,2,2-trinitroethyl nitrocarbamate",O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N[N+]([O-])=O,426.15,10.1021/acs.joc.5b00655
entry733,"2,2,2-trinitroethyl nitrocarbamate",O=[N+](C(COC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],465.15, 10.1002/zaac.201100340
entry734,"2,2,2-trinitroethyl nitro((nitro(2,2,2-trinitroethyl)amino)methyl)carbamate",O=C(NCN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,443.15,10.1002/chem.201301190
entry735,"2,2,2-trinitroethyl carbamate",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)COC(N)=O)[O-],419.15, 10.1002/zaac.201300426
entry736,"2,2,2-trinitroethyl carbamate",O=C(C(N=[N+]=[N-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,323.15, 10.1002/ejic.201600357
entry737,"2,2,2-trinitroethyl 4,4,4-trinitrobutanoate",O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,466.35,10.1039/c6nj02198k
entry738,"2,2,2-trinitroethyl 2-azido-2-oxoacetate",O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)CCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,428.15,10.1039/c6dt03779h
entry739,"2,2,2-trinitroethyl 2,4,6-trinitrobenzoate",O=C(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,459.15,10.1016/j.jfluchem.2013.06.019
entry740,"2,2,2-trinitroethyl (N-methyl-N-nitroglycyl)carbamate",O=C(N([N+]([O-])=O)CN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,434.15,10.1002/chem.201301190
entry741,"2,2,2-trinitroethyl (4,4,4-trinitrobutanoyl)carbamate",O=C(C(OCCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,441.15, 10.1002/ejic.201600357
entry742,"2,2,2-trinitroethyl (3,3,3-trinitropropyl) oxalate",O=[N+](C1=NN(COCN2N=NC([N+]([O-])=O)=N2)N=N1)[O-],476.15,10.1039/c5ta03884g
entry743,"2,2,2-trinitroethyl (2,2,2-trinitroethyl)carbamate",O=C(CN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,456.15,10.1002/chem.201301190
entry744,"2,2,2-trinitroethyl ((nitro(2,2,2-trinitroethyl)amino)methyl)carbamate",O=C(NC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)CCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,456.15, 10.1002/ejic.201600357
entry745,"2,2,2-trinitroethyl ((methyl(nitro)amino)methyl)carbamate",CN(CC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)[N+]([O-])=O,451.15,10.1002/asia.201601148
entry746,"2,2,2-trinitroethyl ((methyl(nitro)amino)methyl)(nitro)carbamate",CN([N+]([O-])=O)CNC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O,456.15,10.1002/ejic.201301114
entry747,"2,2',2''-(((1E,4E)-pentaaza-1,4-diene-1,3,5-triyl)tris(2H-tetrazole-5,2-diyl))tris(ethan-1-ol)",N#CCN1N=C(N(/N=N/C2=NN(CC#N)N=N2)/N=N/C3=NN(CC#N)N=N3)N=N1,401.15,10.1039/c6cc08179g
entry748,"2,2',2''-(((1E,4E)-pentaaza-1,4-diene-1,3,5-triyl)tris(2H-tetrazole-5,2-diyl))triacetonitrile",C1(N(/N=N/C2=NN(CC3=CC=CC=C3)N=N2)/N=N/C4=NN(CC5=CC=CC=C5)N=N4)=NN(CC6=CC=CC=C6)N=N1,405.15,10.1039/c6cc08179g
entry749,"2,2'-(oxybis(methylene))bis(5-nitro-2H-tetrazole)",O=[N+](C(C1=NN(COCN2N=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N2)N=N1)([N+]([O-])=O)[N+]([O-])=O)[O-],403.15,10.1039/c5ta03884g
entry750,"2,2'-(oxybis(methylene))bis(5-(trinitromethyl)-2H-tetrazole)",O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CCC2)=N1)[O-],601.15,10.1039/c8ta02704h
entry751,"2,2'-(oxalylbis(nitroazanediyl))diacetic acid",O=C(CCN(C(C(N(CCC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)[N+]([O-])=O)=O)=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,453.15,10.1002/slct.202102271
entry752,"2,2'-(ethane-1,2-diylbis(2H-tetrazole-5,2-diyl))diacetic acid",N/C(NNC=O)=N\[N+]([O-])=O,468.11, 10.1002/prep.202000338
entry753,"2,10-dinitro-6,7-dihydro-5H-bis([1,2,4]triazolo)[1,5-a:5',1'-c][1,4]diazepine",O=[N+](NC1=NON=C1C2=NN=C(C3=NON=C3N[N+]([O-])=O)O2)[O-],340.15,10.1002/anie.202014207
entry754,2-(trinitromethyl)pyridine,O=[N+](N=C1NN=C(C2=NN=C(C[N+]([O-])=O)O2)N1)[O-],423.55,10.1016/j.cej.2021.132503
entry755,"2-(nitromethyl)-5-(2,4,6-trinitrophenyl)-1,3,4-oxadiazole",[O-]/[N+](C(C)(C)[N+]([O-])=O)=N\[N+]([O-])=O,377.15, 10.1002/ejoc.201801533
entry756,2-(methyl(nitro)amino)-N-nitroacetamide,CN(CC(N)=O)[N+]([O-])=O,459.15,10.1002/asia.201601148
entry757,2-(methyl(nitro)amino)ethyl nitrate,CN([N+]([O-])=O)CCO[N+]([O-])=O,453.15, 10.1002/zaac.201100262
entry758,2-(methyl(nitro)amino)acetamide,O=[N+](/C([N+]([O-])=O)=C1NC2C(CCCC2)N/1)[O-],508.51,10.1039/c6ta08831g
entry759,2-(dinitromethylene)octahydro-1H-benzo[d]imidazole,OC1N/C(NC1O)=C([N+]([O-])=O)\[N+]([O-])=O,457.96,10.1039/c6ta08831g
entry760,"2-(dinitromethylene)imidazolidine-4,5-diyl diacetate",O=C(OC1N/C(NC1OC(C)=O)=C([N+]([O-])=O)\[N+]([O-])=O)C,438.51,10.1039/c6ta08831g
entry761,"2-(dinitromethylene)imidazolidine-4,5-diyl diacetate",O=C(OC1N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N([N+]([O-])=O)C1OC(C)=O)C,391.26,10.1039/c6ta08831g
entry762,"2-(dinitromethylene)imidazolidine-4,5-diol",O=C(OC(N/1)C(OC(C)=O)NC1=C([N+]([O-])=O)/[N+]([O-])=O)C,426.72,10.1002/cjoc.201180394
entry763,"2-(dinitromethylene)imidazolidine-4,5-diol",O=[N+](/C([N+]([O-])=O)=C1NCCCN/1)[O-],513.18,10.1039/c6ta08831g
entry764,2-(dinitromethylene)imidazolidine,O=[N+](/C([N+]([O-])=O)=C1NCCN/1)[O-],530.15,10.1002/anie.201501973
entry765,2-(dinitromethylene)imidazolidine,O=[N+](/C([N+]([O-])=O)=C1NCCCCN/1)[O-],476.71,10.1002/cjoc.201180283
entry766,2-(dinitromethylene)hexahydropyrimidine,O=[N+](/C([N+]([O-])=O)=C1NC(OCCO2)C2N\1)[O-],464.88,10.1039/c6ta08831g
entry767,"2-(dinitromethylene)hexahydro-1H-[1,4]dioxino[2,3-d]imidazole",CC(CN/1)NC1=C([N+]([O-])=O)/[N+]([O-])=O,510.98,10.1039/c6ta08831g
entry768,2-(dinitromethylene)-4-methylimidazolidine,O=[N+](/C([N+]([O-])=O)=C1NCCN/1)[O-],492.94,10.1002/cjoc.200990320
entry769,"2-(dinitromethylene)-1,3-diazepane",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NN(C([N+]([O-])=O)[N+]([O-])=O)N=N1)[O-],346.15,10.1021/acs.orglett.9b01565
entry770,2-(dinitromethyl)-5-(trinitromethyl)-2H-tetrazole,O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NN=C(C3=CC([N+]([O-])=O)=NN3)O2)[O-],527.15,10.1039/d0nj00518e
entry771,"2-(6-oxo-1,6-dihydro-1,2,4,5-tetrazin-3-yl)hydrazine-1-carboximidamide",NC1=C([N+]([O-])=O)C2=NON=C2[N+]([O-])=N1,448.15,10.1002/chem.201703930
entry772,2-(5-nitro-2H-tetrazol-2-yl)acetonitrile,O=C1OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)N1[N+]([O-])=O,433.15,10.1002/ejoc.201700434
entry773,"2-(5-amino-1H-tetrazol-4-ium-1-yl)diazene 1,1-dioxide",NC1=NC(C(NN)=O)=NN1,674.15,10.1039/c8dt01760c
entry774,2-(5-amino-1H-tetrazol-1-yl)ethyl nitrate,OCCN1N=NN/C1=N\[N+]([O-])=O,411.15,10.1002/chem.200802203
entry775,2-(5-(nitroamino)-2H-tetrazol-2-yl)ethyl nitrate,NC(N/N=C(NC(N)=O)/C([N+]([O-])=O)[N+]([O-])=O)=O,402.15,10.1021/acs.jpca.7b01742
entry776,2-(5-(nitroamino)-1H-tetrazol-1-yl)ethyl nitrate,NC1=NN=NN1CCO[N+]([O-])=O,436.15,10.1016/j.poly.2011.05.042
entry777,"2-(5-((2,2,2-trinitroethyl)amino)-1H-tetrazol-1-yl)ethan-1-ol",[N-]=[N+]=N/C(N=[N+]=[N-])=N/N1N=NN=C1N=[N+]=[N-],397.15, 10.1002/anie.201100300
entry778,2-(4-nitro-1H-pyrazol-3-yl)-1-(4-nitro-1H-pyrazol-5-yl)diazene 1-oxide,[O-][N+](C1=NN([N+]([O-])=O)C=C1[N+]([O-])=O)=NC2=NN([N+]([O-])=O)C=C2[N+]([O-])=O,434.15, 10.1039/D1DT03357C
entry779,"2-(4-amino-1,3,5-triazin-2-yl)-2-nitroethene-1,1-diamine",N/C(N)=C([N+]([O-])=O)\[N+]([O-])=O,547.15,10.1002/anie.201501973
entry780,"2-(3,4-dinitro-1H-pyrazol-5-yl)-5-(3-nitro-1H-pyrazol-5-yl)-1,3,4-oxadiazole",CN([N+]([O-])=O)CN1N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=N1,407.15, 10.1002/chem.201405659
entry781,"2-(2,4,6-trinitrophenyl)guanidine",N/C(C([N+]([O-])=O)[N+]([O-])=O)=N\N=C\C=N\N=C(N)\C([N+]([O-])=O)[N+]([O-])=O,498.75,10.1039/c6cc02669a
entry782,2-(1-methylhydrazineyl)ethan-1-amine,N/C(NNC(N)=O)=C([N+]([O-])=O)\[N+]([O-])=O,443.15,10.1021/acs.jpca.7b01742
entry783,"2-(1-amino-2,2-dinitrovinyl)hydrazine-1-carboxamide",O=[N+](C1=NC2=CC=CC=C2N1)[O-],453.15, 10.1002/prep.201400045
entry784,"2-((3-((1,3-bis(nitrooxy)-2-((nitrooxy)methyl)propan-2-yl)(nitro)amino)-2-(nitrooxy)propyl)(nitro)amino)-2-((nitrooxy)methyl)propane-1,3-diyl dinitrate",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CN([N+]([O-])=O)C1=NC(C2=NON=C2N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN1)[O-],364.97,10.1002/chem.201801597
entry785,"2-((2,4-dinitrophenoxy)methyl)-2-((nitrooxy)methyl)propane-1,3-diyl dinitrate",O=C(NC(N[N+]([O-])=O)=O)NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,387.15,10.1039/c7nj01119a
entry786,1-vinyl-5-(2-(2-vinyl-2H-tetrazol-5-yl)ethyl)-1H-tetrazole,NC1=[NH+]N=NN1[N-][N+]([O-])=O,386.15,10.1007/s10870-012-0319-4
entry787,1-nitro-3-propylguanidine,N=C(NCCC)N[N+]([O-])=O,503.05,10.3969/j.issn.1003-1480.2019.04.009 
entry788,"1-nitro-3,5-bis((3,4,5-trinitro-1H-pyrazol-1-yl)methyl)-1H-1,2,4-triazole",O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NNC(CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O)=N2)[O-],491.15,10.1002/chem.201501612
entry789,1-nitro-3-(trinitromethyl)-1H-pyrazole,O=[N+](OCC1=NN([N+]([O-])=O)C(CO[N+]([O-])=O)=N1)[O-],408.15,10.1002/chem.201500098
entry790,"1-nitro-3-(4-nitro-1,2,5-oxadiazol-3-yl)urea",[O-][N+](ON=C1C)=C1[N+]([O-])=O,449.15,10.3390/molecules25245836
entry791,"1-nitro-2-(trinitromethyl)-4,5-dihydro-1H-imidazole-4,5-diyl diacetate",O=[N+](C1=NC(C2=NNN=C2C3=NNC([N+]([O-])=O)=N3)=NN1)[O-],463.15,10.1039/d1nj00076d
entry792,"1-nitro-2-(trinitromethyl)-4,5-dihydro-1H-imidazole",N#CC1=NNC([N+]([O-])=O)=N1,469.15, 10.1002/chem.201301339
entry793,"1-nitro-2-(trinitromethyl)-3a,5,6,7a-tetrahydro-1H-[1,4]dioxino[2,3-d]imidazole",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NCCCN1[N+]([O-])=O)[O-],407.92,10.1039/c6ta08831g
entry794,"1-nitro-2-(trinitromethyl)-1,4,5,6-tetrahydropyrimidine",CN1C(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN=N1,417.15,10.1002/chem.201300994
entry795,"1-methyl-N-(2,2,2-trinitroethyl)-1H-tetrazol-5-amine",CN1C([N+]([O-])=O)=NN=N1,428.15,10.1039/b812529e
entry796,"1-methyl-5-nitro-3-(trinitromethyl)-1H-1,2,4-triazole",CN1N=NN/C1=N/[N+]([O-])=O,398.15,10.1002/zaac.200800430
entry797,1-methyl-5-nitro-1H-tetrazole,CN1C([N+]([O-])=O)=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N1,426.15,10.1021/ja2013455
entry798,"1-methyl-3,5-dinitro-1H-pyrazol-4-amine",CN(C([N+]([O-])=O)=C1N)N=C1[N+]([O-])=O,543.15,10.1039/c2ta01359b
entry799,"1-methyl-3,4,5-trinitro-1H-pyrazole",CN(C([N+]([O-])=O)=C1[N+]([O-])=O)N=C1[N+]([O-])=O,558.15,10.1039/c2ta01359b
entry800,"1-methoxy-N-(2,2,2-trinitroethyl)-1H-tetrazol-5-amine",[N-]=[N+]=NC1=NC=NN1,433.15, 10.1002/ejoc.201101450
entry801,"1-hydrazineyl-2,2-dinitroethen-1-amine",N/C(NC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)=C([N+]([O-])=O)\[N+]([O-])=O,400.75,10.1002/cplu.201900236
entry802,"1H-[1,2,4]triazolo[4,3-b][1,2,4]triazole-3,6-diamine",[O-][N+]1=NC2=NN=C(N)N2N=C1N,469.15,10.1039/c9cc04496e
entry803,"1H,4'H-[3,3'-bi(1,2,4-triazole)]-4',5,5'-triamine",NC1=NN=C(N1)C2=NNC(C3=NN=C(N)N3)=C2,489.15,10.1039/d1nj03433b
entry804,"1H,2'H-[5,5'-bitetrazole]-1,2'-diamine",C1(/N=N/C2=NN=NN2C3=NNN=N3)=NN=NN1C4=NNN=N4,475.15, 10.1039/d0ta08153a
entry805,"1H,2'H-[5,5'-bitetrazol]-2'-ol",ON1N=NN=C1C2=NOC=N2,416.15,10.1039/c7dt03320f
entry806,"1H,1'H-[5,5'-bitetrazole]-1,1'-diol dihydrate",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CNC1=NN=NN1CCO)[O-],419.15,10.1002/chem.201300994
entry807,"1H,1'H-[5,5'-bitetrazole]-1,1'-diamine",NN1C(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2N)=NC([N+]([O-])=O)=C1[N+]([O-])=O,489.95,10.1080/07370652.2016.1267278
entry808,1-azido-4-nitrobenzene,O=[N+](C1=NNN=C1C(N2)=NNC2=N[N+]([O-])=O)[O-],441.6,10.1039/c7ta08941d
entry809,1-azido-3-nitrobenzene,NC(N=N1)=NN2C1=NN=C2N[N+]([O-])=O,514.15,10.1021/acsaem.0c00487
entry810,"1-azido-3,5-dinitrobenzene",OC1=C([N+]([O-])=O)NN=C1[N+]([O-])=O,445.15, 10.1021/acsaem.9b01608
entry811,1-azido-3-(1-methylhydrazineyl)propan-2-ol,[N-]=[N+]=NC(C=CC=C1)=C1[N+]([O-])=O,344.49,10.1007/s10973-009-0572-8
entry812,1-azido-2-nitrobenzene,IC1=C(N=[N+]=[N-])C(I)=C([N+]([O-])=O)C(I)=C1[N+]([O-])=O,443.15,10.1016/j.cej.2019.122119
entry813,"1-azido-2,4,6-triiodo-3,5-dinitrobenzene",CN(N=NN1N)C1=N,440.15, 10.1002/zaac.200700539
entry814,"1-amino-3,4-dinitro-1H-pyrazole-5-carbonitrile",N/C(NC)=C([N+]([O-])=O)/[N+]([O-])=O,517.61,10.1002/cjoc.201090116
entry815,"1-amino-1H-1,2,3-triazole 3-oxide",C=CCN1N=NC(CCC2=NN=NN2CC=C)=N1,503.15, 10.1515/znb-2016-0146
entry816,1-allyl-5-(2-(2-allyl-2H-tetrazol-5-yl)ethyl)-1H-tetrazole,O=[N+](C(N(C([N+]([O-])=O)=C1)N=C1N2C=NN=N2)([N+]([O-])=O)[N+]([O-])=O)[O-],405.15,10.1002/asia.201800214
entry817,"1,5'-dinitro-2'-(trinitromethyl)-1H,2'H-3,3'-bi(1,2,4-triazole)",NC1=C([N+]([O-])=O)N=C([N+]([O-])=O)N1N,463.35,10.1039/c6cc03833f
entry818,"1,5'-dinitro-1H,2'H-3,3'-bi(1,2,4-triazole)",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)N=C1C2=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=N2)[O-],425.15,10.1021/acsaem.0c00724
entry819,"1,4-dihydro-5H-tetrazol-5-one",O=C1NN=NN1,512.15,10.1002/prep.201100108
entry820,"1,4-bis(dihydroperoxymethyl)benzene",[N-]=[N+]=NCN1C2=C(N(CN=[N+]=[N-])N=C2[N+]([O-])=O)C([N+]([O-])=O)=N1,469.15,10.1039/c6ta02384c
entry821,"1,4-bis(azidomethyl)-3,6-dinitro-1,4-dihydropyrazolo[4,3-c]pyrazole",NN(N=C1[N+]([O-])=O)C2=C1N(N)N=C2[N+]([O-])=O,513.15,10.1039/c6ra19556c
entry822,"1,4-bis(azidomethyl)-3,6-dinitro-1,4-dihydropyrazolo[4,3-c]pyrazole",[N-]=[N+]=NC1=NN=NN1CCCCN2C(N=[N+]=[N-])=NN=N2,437.15,10.1002/ejoc.200900411
entry823,"1,4-bis(5-azido-1H-tetrazol-1-yl)butane",O=[N+](C1=NN([N+]([O-])=O)C=C1)[O-],444.15,10.1002/cplu.201800318
entry824,"1,3-dinitro-6-(trinitromethyl)-1,2,3,4-tetrahydro-1,3,5-triazine",O=[N+](C1=C(C(N(CCC2)N=C3[N+]([O-])=O)=C3[N+]([O-])=O)N2N=C1[N+]([O-])=O)[O-],553.15,10.1039/c8ta02704h
entry825,"1,3-dinitro-1H-pyrazole",O=[N+](NCC(O[N+]([O-])=O)CN[N+]([O-])=O)[O-],441.15, 10.1002/zaac.200800342
entry826,"1,3-bis(trinitromethyl)-1H-1,2,4-triazole",IC1=C(I)C(I)=NN1CN([N+]([O-])=O)CN2C(I)=C(I)C(I)=N2,543.35, 10.1021/acs.inorgchem.7b02277
entry827,"1,3-bis(nitroamino)propan-2-yl nitrate",O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=N1)[O-],430.15, 10.1021/acs.orglett.8b04114
entry828,"1,3-bis(2,2,2-trinitroethyl)urea",O=C(NC(NC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,442.15, 10.1002/zaac.201300563
entry829,"1,3-bis(1,1,1-trinitropropan-2-yl)urea",O=[N+](N(CC1=NN=NN1)CC2=NN=NN2)[O-],471.15,10.1016/j.cej.2021.128697
entry830,"1,3-bis((methyl(nitro)amino)methyl)urea",C12=NON=C1NC3=NC4=NON=C4NC3=N2,418.15, 10.1039/c8ob02155d
entry831,"1,3,7,9-tetranitrobenzo[d]benzo[4,5][1,2,3]triazolo[2,1-a][1,2,3]triazol-11-ium-6-ide",IC1=C([N+]([O-])=O)C(I)=C([N+]([O-])=O)C(I)=C1[N+]([O-])=O,640.15,10.1016/j.cej.2019.122119
entry832,"1,3,5-triiodo-2,4,6-trinitrobenzene",C=CN1N=C(N(/N=N/C2=NN(C=C)N=N2)/N=N/C3=NN(C=C)N=N3)N=N1,395.15,10.1039/c6cc08179g
entry833,"1,3,5,5-tetranitrohexahydropyrimidine",O=[N+](C1=NN([N+]([O-])=O)C2=C1N([N+]([O-])=O)N=C2[N+]([O-])=O)[O-],418.15,10.1002/anie.201606894
entry834,"1,3,4,6-tetranitro-1,4-dihydropyrazolo[4,3-c]pyrazole",C1(CCC(C2=NN=NN2)(C3=NN=NN3)CCC4=NN=NN4)=NN=NN1,494.17,10.1007/s10973-018-7073-6
entry835,"1,2-di(1H-tetrazol-5-yl)hydrazine",O=[N+](C1=NNC([N+]([O-])=O)=C1C2=NN=C(C3=NN=C(O3)C4=C([N+]([O-])=O)NN=C4[N+]([O-])=O)O2)[O-],614.15, 10.1021/acscentsci.9b01096
entry836,"1,2-di(1H-tetrazol-5-yl)ethane",[N-]=[N+]=NC(N=N1)=NN2C1=NN=C2/N=N\C3=NN=C4N3N=C(N=[N+]=[N-])N=N4,456.15,10.1039/c9ta01717h
entry837,"1,2-bis(5-azido-3,4-dinitro-1H-pyrazol-1-yl)ethane",[N-]=[N+]=NC1=NN=NN1CCN2C(N=[N+]=[N-])=NN=N2,442.15,10.1002/ejoc.200900411
entry838,"1,2-bis(5-azido-1H-tetrazol-1-yl)ethane",CC(CN1C(N=[N+]=[N-])=NN=N1)N2N=NN=C2N=[N+]=[N-],443.15,10.1002/ejoc.200900411
